timestamp,location,latitude,longitude,sector_type,AQI,PM25,PM10,CO,NO2,SO2,O3,air_temperature,humidity,wind_speed,traffic_index,weather_condition,pH,turbidity,DO,TDS,conductivity,water_temperature,chlorine,WQI,water_status,battery,signal_strength,sensor_status
2026-05-27T18:56:40,South Highway,12.92,77.6,Traffic Hub,107,38.5,73.9,1.81,65.1,4.4,26.1,27.9,45.4,10.0,87.9,Sunny,7.02,4.78,7.32,287.2,349.4,26.8,0.95,52.4,SAFE,94.8,86,ONLINE
2026-05-27T18:56:40,Construction Zone Alpha,12.965,77.53,Construction Area,151,57.4,113.3,0.48,19.6,4.0,28.4,27.9,45.4,10.0,14.6,Sunny,6.86,2.68,7.72,142.2,209.8,23.7,0.77,80.0,SAFE,92.7,77,ONLINE
2026-05-27T18:56:40,Construction Zone Beta,12.995,77.63,Construction Area,150,56.2,112.9,0.47,20.1,5.5,24.9,27.9,45.4,10.0,23.1,Sunny,7.31,2.95,7.13,230.4,297.0,26.1,0.85,73.4,SAFE,93.3,76,ONLINE
2026-05-27T18:56:40,Harbor Terminal,12.94,77.67,Industrial,109,39.1,75.9,1.1,33.0,18.8,28.8,27.9,45.4,10.0,7.2,Sunny,6.26,9.05,3.1,558.8,809.2,26.8,2.16,0.0,UNSAFE,94.8,76,ONLINE
2026-05-27T18:56:40,Recycling Center,13.02,77.54,Industrial,108,38.8,71.8,1.17,33.2,17.7,27.4,27.9,45.4,10.0,11.0,Sunny,6.06,9.53,3.35,630.4,674.3,24.7,2.35,0.0,UNSAFE,92.0,82,ONLINE
2026-05-27T18:56:40,Forest Edge,12.9,77.5,Natural,35,8.4,8.6,0.3,14.5,0.6,19.4,27.9,45.4,10.0,23.2,Sunny,6.9,3.48,6.81,142.7,175.6,26.0,0.8,65.9,SAFE,92.5,68,ONLINE
2026-05-27T19:56:40,Sector A,12.9716,77.5946,Residential,48,11.6,25.6,0.44,23.1,3.9,4.5,22.1,48.8,14.9,53.6,Cloudy,7.1,1.63,6.71,180.0,283.4,18.4,0.89,80.1,SAFE,93.4,95,ONLINE
2026-05-27T19:56:40,Sector B,12.982,77.601,Residential,55,14.8,25.9,0.58,25.5,1.4,6.2,22.1,48.8,14.9,54.5,Cloudy,7.5,2.25,7.33,160.0,268.0,21.4,0.82,84.2,UNSAFE,95.1,78,ONLINE
2026-05-27T19:56:40,Sector C,12.9605,77.585,Residential,56,15.1,23.0,0.5,20.2,3.1,5.0,22.1,48.8,14.9,45.1,Cloudy,6.65,2.62,6.84,189.5,337.5,19.3,0.8,66.2,SAFE,95.2,78,ONLINE
2026-05-27T19:56:40,Industrial Zone A,13.03,77.51,Industrial,72,22.3,51.2,0.7,23.3,9.7,6.5,22.1,48.8,14.9,9.0,Cloudy,6.07,8.24,3.64,589.3,738.5,19.5,2.13,0.0,UNSAFE,93.4,86,ONLINE
2026-05-27T19:56:40,Industrial Zone B,12.905,77.49,Industrial,76,24.3,42.1,0.57,24.0,12.3,5.8,22.1,48.8,14.9,9.2,Cloudy,5.98,8.6,2.65,512.1,750.4,19.0,2.31,0.0,UNSAFE,94.8,77,ONLINE
2026-05-27T19:56:40,River Station Alpha,12.955,77.64,Water Body,27,6.7,15.7,0.29,14.5,1.3,5.7,22.1,48.8,14.9,14.2,Cloudy,7.34,1.78,7.78,130.8,164.8,21.7,0.0,93.2,SAFE,93.4,80,ONLINE
2026-05-27T19:56:40,River Station Beta,12.99,77.68,Water Body,22,5.3,11.7,0.19,14.9,3.1,5.7,22.1,48.8,14.9,12.7,Cloudy,7.53,1.03,7.4,99.2,169.5,20.3,0.0,95.1,SAFE,95.4,75,ONLINE
2026-05-27T19:56:40,Lake Reservoir,12.93,77.55,Water Body,22,5.3,19.3,0.16,9.1,4.0,7.0,22.1,48.8,14.9,8.7,Cloudy,7.65,0.75,7.4,137.0,194.0,21.0,0.05,93.5,SAFE,92.9,85,ONLINE
2026-05-27T19:56:40,Campus Central,12.978,77.57,Commercial,57,15.3,26.1,0.5,26.3,3.9,3.2,22.1,48.8,14.9,63.3,Cloudy,6.7,2.32,7.02,144.2,211.5,20.6,0.8,74.7,SAFE,94.5,89,ONLINE
2026-05-27T19:56:40,Tech Park,12.973,77.62,Commercial,56,14.9,22.2,0.43,23.5,2.6,8.8,22.1,48.8,14.9,43.0,Cloudy,6.97,3.38,7.12,177.9,262.3,20.5,0.89,69.2,UNSAFE,94.0,78,ONLINE
2026-05-27T19:56:40,City Center,12.975,77.59,Traffic Hub,88,30.0,46.6,1.27,48.8,2.5,7.0,22.1,48.8,14.9,86.3,Cloudy,7.25,5.35,7.73,311.0,497.8,20.7,0.92,51.6,UNSAFE,92.8,95,ONLINE
2026-05-27T19:56:40,North Highway,13.01,77.58,Traffic Hub,86,29.2,58.3,1.4,47.5,1.6,7.1,22.1,48.8,14.9,77.0,Cloudy,7.45,5.99,6.73,273.1,337.5,21.2,0.75,38.7,UNSAFE,92.6,90,ONLINE
2026-05-27T19:56:40,South Highway,12.92,77.6,Traffic Hub,84,28.1,57.2,1.52,55.9,3.4,4.3,22.1,48.8,14.9,86.5,Cloudy,7.22,4.56,7.65,279.2,385.7,18.7,0.85,60.0,SAFE,94.3,75,ONLINE
2026-05-27T19:56:40,Construction Zone Alpha,12.965,77.53,Construction Area,97,34.1,68.0,0.29,11.5,1.6,3.9,22.1,48.8,14.9,22.7,Cloudy,7.94,1.53,7.63,165.0,185.6,21.8,0.76,85.0,SAFE,94.3,89,ONLINE
2026-05-27T19:56:40,Construction Zone Beta,12.995,77.63,Construction Area,92,31.8,67.4,0.33,13.6,1.2,4.8,22.1,48.8,14.9,10.2,Cloudy,7.01,2.13,7.64,156.2,263.4,18.2,0.84,86.1,SAFE,95.1,93,ONLINE
2026-05-27T19:56:40,Harbor Terminal,12.94,77.67,Industrial,72,22.4,40.4,0.69,21.8,12.5,4.6,22.1,48.8,14.9,8.8,Cloudy,6.56,8.95,3.51,568.1,763.2,19.0,2.12,0.0,UNSAFE,92.4,94,ONLINE
2026-05-27T19:56:40,Recycling Center,13.02,77.54,Industrial,82,27.2,41.0,0.66,23.2,10.5,5.4,22.1,48.8,14.9,11.6,Cloudy,6.28,8.66,2.59,550.2,778.5,18.7,2.26,0.0,UNSAFE,95.0,92,ONLINE
2026-05-27T19:56:40,Forest Edge,12.9,77.5,Natural,36,8.8,11.7,0.28,10.7,0.1,4.6,22.1,48.8,14.9,21.7,Cloudy,7.19,1.59,6.44,199.0,264.7,21.4,0.66,77.0,SAFE,94.7,79,ONLINE
2026-05-27T20:56:40,Sector A,12.9716,77.5946,Residential,59,16.3,35.6,0.55,21.2,4.6,9.7,20.7,57.3,7.5,41.0,Cloudy,6.77,1.79,7.37,196.3,227.9,19.1,0.72,80.5,SAFE,95.0,75,ONLINE
2026-05-27T20:56:40,Sector B,12.982,77.601,Residential,71,22.1,39.2,0.7,29.1,4.8,14.3,20.7,57.3,7.5,54.2,Cloudy,7.46,2.94,7.76,179.6,225.9,20.0,0.95,79.7,SAFE,93.9,84,ONLINE
2026-05-27T20:56:40,Sector C,12.9605,77.585,Residential,60,16.9,30.9,0.75,31.4,4.1,11.4,20.7,57.3,7.5,63.5,Cloudy,7.43,2.28,7.35,198.8,225.3,19.6,0.71,82.1,SAFE,95.5,91,ONLINE
2026-05-27T20:56:40,Industrial Zone A,13.03,77.51,Industrial,131,47.8,83.5,1.24,43.1,22.4,10.9,20.7,57.3,7.5,17.6,Cloudy,5.72,8.36,3.12,542.8,790.3,18.1,2.34,0.0,UNSAFE,93.5,85,ONLINE
2026-05-27T20:56:40,Industrial Zone B,12.905,77.49,Industrial,129,47.0,92.0,1.37,45.0,22.6,9.3,20.7,57.3,7.5,15.4,Cloudy,5.87,9.16,3.28,568.5,694.2,19.1,2.22,0.0,UNSAFE,94.9,86,ONLINE
2026-05-27T20:56:40,River Station Alpha,12.955,77.64,Water Body,51,12.8,28.3,0.57,17.0,5.4,12.6,20.7,57.3,7.5,21.9,Cloudy,7.46,0.8,8.09,175.0,271.0,18.7,0.14,95.6,SAFE,91.5,80,ONLINE
2026-05-27T20:56:40,River Station Beta,12.99,77.68,Water Body,57,15.6,31.6,0.42,13.7,6.4,10.3,20.7,57.3,7.5,8.9,Cloudy,7.59,2.51,7.72,148.4,147.2,18.9,0.06,83.6,SAFE,91.9,91,ONLINE
2026-05-27T20:56:40,Lake Reservoir,12.93,77.55,Water Body,50,12.4,26.1,0.49,23.9,3.9,11.1,20.7,57.3,7.5,18.9,Cloudy,7.82,2.21,7.81,117.3,244.6,20.6,0.0,82.5,SAFE,93.2,80,ONLINE
2026-05-27T20:56:40,Campus Central,12.978,77.57,Commercial,64,18.8,27.8,0.66,27.4,4.5,12.9,20.7,57.3,7.5,44.1,Cloudy,6.95,3.01,6.22,242.8,216.6,19.4,0.66,55.9,SAFE,93.1,78,ONLINE
2026-05-27T20:56:40,Tech Park,12.973,77.62,Commercial,64,18.7,31.8,0.59,25.6,4.2,14.6,20.7,57.3,7.5,40.1,Cloudy,6.75,2.77,6.74,201.1,271.6,20.4,0.77,64.4,SAFE,95.0,90,ONLINE
2026-05-27T20:56:40,City Center,12.975,77.59,Traffic Hub,117,42.4,81.0,1.89,62.9,3.6,9.9,20.7,57.3,7.5,31.4,Cloudy,6.94,5.35,7.33,289.3,331.8,20.2,0.88,46.6,UNSAFE,91.8,85,ONLINE
2026-05-27T20:56:40,North Highway,13.01,77.58,Traffic Hub,100,35.6,72.5,2.02,62.2,4.8,14.2,20.7,57.3,7.5,31.1,Cloudy,6.73,5.36,6.9,257.5,420.4,19.1,0.89,40.8,UNSAFE,94.2,83,ONLINE
2026-05-27T20:56:40,South Highway,12.92,77.6,Traffic Hub,116,41.8,80.4,1.97,67.8,4.6,9.5,20.7,57.3,7.5,56.7,Cloudy,6.86,5.69,7.3,260.5,257.0,16.8,0.88,44.6,UNSAFE,95.2,80,ONLINE
2026-05-27T20:56:40,Construction Zone Alpha,12.965,77.53,Construction Area,154,63.9,138.8,0.38,17.8,4.3,11.3,20.7,57.3,7.5,6.1,Cloudy,7.36,2.58,6.57,164.5,314.8,18.2,0.7,74.1,SAFE,93.6,79,ONLINE
2026-05-27T20:56:40,Construction Zone Beta,12.995,77.63,Construction Area,156,67.4,139.0,0.53,17.6,5.4,10.8,20.7,57.3,7.5,9.8,Cloudy,7.14,3.14,6.54,147.9,281.2,17.7,0.92,69.0,SAFE,92.2,90,ONLINE
2026-05-27T20:56:40,Harbor Terminal,12.94,77.67,Industrial,133,48.8,91.9,1.16,41.4,22.3,10.7,20.7,57.3,7.5,9.9,Cloudy,6.38,8.04,3.03,586.6,726.4,18.4,2.33,0.0,SAFE,93.0,82,ONLINE
2026-05-27T20:56:40,Recycling Center,13.02,77.54,Industrial,123,44.6,92.6,1.27,44.8,21.1,14.8,20.7,57.3,7.5,18.3,Cloudy,5.85,9.5,2.65,553.6,694.8,17.4,2.31,0.0,UNSAFE,93.9,87,ONLINE
2026-05-27T20:56:40,Forest Edge,12.9,77.5,Natural,13,3.3,7.3,0.16,4.1,2.5,7.9,20.7,57.3,7.5,6.0,Cloudy,7.79,1.81,6.31,161.7,271.2,17.8,0.66,71.0,SAFE,93.3,71,ONLINE
2026-05-27T21:56:40,Sector A,12.9716,77.5946,Residential,50,12.2,30.1,0.53,16.9,4.1,29.3,21.8,56.6,8.4,24.4,Sunny,7.31,1.95,6.96,140.7,171.3,18.8,0.87,85.8,SAFE,92.2,79,ONLINE
2026-05-27T21:56:40,Sector B,12.982,77.601,Residential,54,14.2,27.7,0.47,22.9,5.6,27.9,21.8,56.6,8.4,23.8,Sunny,7.26,2.97,6.43,197.5,245.9,21.0,0.82,67.0,SAFE,93.7,81,ONLINE
2026-05-27T21:56:40,Sector C,12.9605,77.585,Residential,60,16.9,31.9,0.4,18.0,5.8,29.5,21.8,56.6,8.4,22.0,Sunny,7.02,2.42,6.84,174.0,255.6,21.3,0.82,74.6,SAFE,95.4,91,ONLINE
2026-05-27T21:56:40,Industrial Zone A,13.03,77.51,Industrial,129,47.1,83.4,1.11,44.5,20.0,27.5,21.8,56.6,8.4,15.4,Sunny,6.12,9.88,2.96,564.7,768.6,21.0,2.26,0.0,UNSAFE,94.4,85,ONLINE
2026-05-27T21:56:40,Industrial Zone B,12.905,77.49,Industrial,114,41.1,85.1,1.17,41.6,20.7,32.4,21.8,56.6,8.4,8.6,Sunny,5.94,8.02,3.07,628.7,605.3,21.3,2.32,0.0,UNSAFE,92.4,83,ONLINE
2026-05-27T21:56:40,River Station Alpha,12.955,77.64,Water Body,58,16.2,30.8,0.42,23.1,4.8,29.1,21.8,56.6,8.4,24.8,Sunny,6.96,1.47,7.22,127.5,215.9,18.5,0.14,87.8,SAFE,93.8,95,ONLINE
2026-05-27T21:56:40,River Station Beta,12.99,77.68,Water Body,52,13.1,29.7,0.44,19.5,4.3,28.8,21.8,56.6,8.4,15.9,Sunny,7.67,0.78,7.44,98.8,172.2,20.8,0.0,93.7,SAFE,93.0,82,OFFLINE
2026-05-27T21:56:40,Lake Reservoir,12.93,77.55,Water Body,49,11.8,22.0,0.39,18.1,6.1,30.1,21.8,56.6,8.4,16.1,Sunny,7.62,1.37,7.84,102.1,178.1,21.4,0.2,92.2,SAFE,91.9,82,ONLINE
2026-05-27T21:56:40,Campus Central,12.978,77.57,Commercial,59,16.4,24.5,0.51,21.8,5.3,30.2,21.8,56.6,8.4,17.8,Sunny,7.34,2.51,6.83,161.5,221.8,20.2,0.85,78.4,SAFE,94.3,78,ONLINE
2026-05-27T21:56:40,Tech Park,12.973,77.62,Commercial,55,14.8,27.6,0.6,24.4,6.1,31.9,21.8,56.6,8.4,25.3,Sunny,7.46,2.98,6.31,181.2,281.7,21.4,0.77,65.0,SAFE,94.6,86,ONLINE
2026-05-27T21:56:40,City Center,12.975,77.59,Traffic Hub,105,37.5,72.6,1.97,63.6,6.0,30.4,21.8,56.6,8.4,39.9,Sunny,7.29,6.1,6.89,225.9,406.1,20.7,0.93,45.7,UNSAFE,94.1,82,ONLINE
2026-05-27T21:56:40,North Highway,13.01,77.58,Traffic Hub,113,40.6,74.9,1.96,67.8,4.5,31.7,21.8,56.6,8.4,50.9,Sunny,7.18,5.96,6.32,296.0,379.2,21.4,0.76,32.7,UNSAFE,94.9,75,ONLINE
2026-05-27T21:56:40,South Highway,12.92,77.6,Traffic Hub,103,36.9,66.2,1.83,59.2,5.3,27.9,21.8,56.6,8.4,30.6,Sunny,7.54,4.53,7.52,271.6,428.0,20.8,0.83,58.4,SAFE,93.0,91,ONLINE
2026-05-27T21:56:40,Construction Zone Alpha,12.965,77.53,Construction Area,153,61.9,129.8,0.51,17.3,4.0,31.9,21.8,56.6,8.4,10.8,Sunny,7.01,2.35,6.67,172.9,280.4,19.8,0.85,73.1,SAFE,92.6,86,ONLINE
2026-05-27T21:56:40,Construction Zone Beta,12.995,77.63,Construction Area,154,63.1,134.4,0.57,22.3,4.6,30.4,21.8,56.6,8.4,22.8,Sunny,7.59,2.93,7.12,197.0,208.2,18.1,0.67,71.9,SAFE,91.8,75,ONLINE
2026-05-27T21:56:40,Harbor Terminal,12.94,77.67,Industrial,132,48.2,89.3,1.35,44.3,21.0,27.6,21.8,56.6,8.4,24.8,Sunny,5.91,9.42,3.64,571.3,809.7,18.4,2.28,0.0,UNSAFE,93.1,81,ONLINE
2026-05-27T21:56:40,Recycling Center,13.02,77.54,Industrial,120,43.6,88.7,1.2,41.6,21.7,31.1,21.8,56.6,8.4,12.7,Sunny,5.31,8.53,3.33,588.8,799.7,21.2,2.24,0.0,UNSAFE,94.8,92,ONLINE
2026-05-27T21:56:40,Forest Edge,12.9,77.5,Natural,20,5.0,16.1,0.33,5.1,0.5,20.3,21.8,56.6,8.4,14.7,Sunny,7.47,2.68,7.62,203.4,166.8,19.4,0.77,79.7,SAFE,95.2,75,ONLINE
2026-05-27T22:56:40,Sector A,12.9716,77.5946,Residential,54,14.2,26.6,0.51,16.9,5.0,34.0,19.3,74.7,6.6,13.5,Sunny,7.09,2.5,6.31,209.5,259.7,17.1,0.82,65.8,SAFE,92.1,81,ONLINE
2026-05-27T22:56:40,Sector B,12.982,77.601,Residential,51,12.6,27.8,0.56,23.0,3.8,31.9,19.3,74.7,6.6,17.4,Sunny,7.27,3.15,7.07,229.0,227.2,18.4,0.73,70.9,SAFE,91.8,83,ONLINE
2026-05-27T22:56:40,Sector C,12.9605,77.585,Residential,53,13.5,23.1,0.52,20.6,4.8,31.9,19.3,74.7,6.6,10.5,Sunny,7.1,1.56,6.72,197.5,185.7,18.9,0.81,79.4,SAFE,93.9,91,ONLINE
2026-05-27T22:56:40,Industrial Zone A,13.03,77.51,Industrial,127,46.2,95.2,1.41,43.6,23.9,36.3,19.3,74.7,6.6,7.5,Sunny,6.18,9.29,2.89,597.9,773.8,17.9,2.07,0.0,UNSAFE,91.5,86,ONLINE
2026-05-27T22:56:40,Industrial Zone B,12.905,77.49,Industrial,136,49.8,91.7,1.37,41.1,24.6,31.1,19.3,74.7,6.6,5.0,Sunny,6.26,9.05,3.16,552.6,779.1,18.6,2.32,0.0,UNSAFE,94.6,76,ONLINE
2026-05-27T22:56:40,River Station Alpha,12.955,77.64,Water Body,54,13.9,24.4,0.39,17.7,4.8,32.3,19.3,74.7,6.6,7.5,Sunny,6.77,2.46,8.29,90.3,146.0,18.4,0.15,80.4,SAFE,93.1,82,ONLINE
2026-05-27T22:56:40,River Station Beta,12.99,77.68,Water Body,52,13.4,33.8,0.56,17.8,6.7,36.7,19.3,74.7,6.6,21.3,Sunny,7.55,1.45,7.1,113.5,200.4,18.8,0.16,87.8,SAFE,94.9,83,ONLINE
2026-05-27T22:56:40,Lake Reservoir,12.93,77.55,Water Body,56,15.1,34.5,0.51,16.6,4.6,31.0,19.3,74.7,6.6,17.0,Sunny,7.52,2.04,8.21,148.3,235.0,16.6,0.25,88.4,SAFE,94.2,86,ONLINE
2026-05-27T22:56:40,Campus Central,12.978,77.57,Commercial,50,12.4,35.3,0.57,18.9,6.3,31.5,19.3,74.7,6.6,16.2,Sunny,7.49,1.68,6.47,172.8,309.0,16.1,0.76,77.5,SAFE,94.1,77,ONLINE
2026-05-27T22:56:40,Tech Park,12.973,77.62,Commercial,51,12.7,33.1,0.48,22.4,5.3,30.9,19.3,74.7,6.6,17.7,Sunny,7.14,2.61,6.44,158.0,190.8,18.9,0.75,71.4,SAFE,91.9,88,ONLINE
2026-05-27T22:56:40,City Center,12.975,77.59,Traffic Hub,119,43.0,82.0,2.22,75.4,5.0,36.3,19.3,74.7,6.6,48.7,Sunny,7.41,4.66,7.71,245.3,413.6,19.3,0.68,61.4,SAFE,93.8,84,ONLINE
2026-05-27T22:56:40,North Highway,13.01,77.58,Traffic Hub,115,41.4,85.2,2.04,65.7,6.6,32.0,19.3,74.7,6.6,38.0,Sunny,7.21,4.71,7.02,322.9,356.6,18.2,0.94,49.4,SAFE,91.9,92,ONLINE
2026-05-27T22:56:40,South Highway,12.92,77.6,Traffic Hub,126,45.8,88.6,2.28,72.0,4.6,32.0,19.3,74.7,6.6,49.8,Sunny,7.36,6.21,6.24,263.8,387.7,19.0,0.68,33.2,UNSAFE,94.0,91,ONLINE
2026-05-27T22:56:40,Construction Zone Alpha,12.965,77.53,Construction Area,158,71.3,150.2,0.61,21.3,5.5,35.4,19.3,74.7,6.6,22.5,Sunny,6.88,2.62,6.76,213.5,203.1,15.8,0.72,66.8,SAFE,94.6,80,ONLINE
2026-05-27T22:56:40,Construction Zone Beta,12.995,77.63,Construction Area,159,72.5,141.1,0.44,19.9,3.9,33.4,19.3,74.7,6.6,12.0,Sunny,7.32,2.53,7.04,149.2,276.2,16.3,0.81,81.9,SAFE,94.9,91,ONLINE
2026-05-27T22:56:40,Harbor Terminal,12.94,77.67,Industrial,138,50.9,97.4,1.3,46.1,23.1,34.3,19.3,74.7,6.6,8.1,Sunny,6.0,8.75,2.7,545.4,757.2,16.1,2.32,0.0,UNSAFE,94.4,90,ONLINE
2026-05-27T22:56:40,Recycling Center,13.02,77.54,Industrial,142,52.2,100.3,1.41,50.4,24.2,31.4,19.3,74.7,6.6,19.0,Sunny,6.53,9.46,2.63,542.7,865.4,17.3,2.1,0.0,UNSAFE,91.7,80,ONLINE
2026-05-27T22:56:40,Forest Edge,12.9,77.5,Natural,43,10.4,10.4,0.27,10.0,0.7,23.4,19.3,74.7,6.6,23.2,Sunny,7.66,1.82,6.23,190.2,304.7,18.7,0.66,69.6,SAFE,95.1,78,ONLINE
2026-05-27T23:56:40,Sector A,12.9716,77.5946,Residential,25,6.2,18.3,0.35,11.6,3.0,15.0,16.5,48.7,15.5,15.1,Sunny,7.25,3.14,6.33,188.7,228.8,15.0,0.79,65.0,SAFE,93.2,81,ONLINE
2026-05-27T23:56:40,Sector B,12.982,77.601,Residential,32,7.9,15.4,0.33,16.8,2.0,17.3,16.5,48.7,15.5,28.3,Sunny,7.11,2.98,6.21,178.1,198.3,15.5,0.79,63.6,SAFE,92.0,81,ONLINE
2026-05-27T23:56:40,Sector C,12.9605,77.585,Residential,37,9.0,20.9,0.26,12.3,3.7,15.5,16.5,48.7,15.5,24.7,Sunny,7.39,2.55,7.56,178.4,280.5,16.3,0.79,84.0,SAFE,92.4,75,ONLINE
2026-05-27T23:56:40,Industrial Zone A,13.03,77.51,Industrial,74,23.3,42.0,0.62,22.7,9.5,12.2,16.5,48.7,15.5,19.0,Sunny,6.03,8.75,3.29,551.6,748.3,14.2,2.07,0.0,UNSAFE,93.8,75,ONLINE
2026-05-27T23:56:40,Industrial Zone B,12.905,77.49,Industrial,79,25.9,45.6,0.61,22.3,9.0,15.5,16.5,48.7,15.5,13.9,Sunny,5.74,9.5,3.09,541.4,729.3,12.9,2.27,0.0,UNSAFE,94.7,85,ONLINE
2026-05-27T23:56:40,River Station Alpha,12.955,77.64,Water Body,35,8.5,23.4,0.4,15.3,3.1,16.7,16.5,48.7,15.5,22.3,Sunny,7.23,1.77,7.59,143.3,216.9,13.2,0.2,92.8,SAFE,94.8,92,ONLINE
2026-05-27T23:56:40,River Station Beta,12.99,77.68,Water Body,29,7.1,18.4,0.24,12.1,1.7,15.4,16.5,48.7,15.5,8.0,Sunny,7.63,1.82,7.14,118.9,271.6,15.6,0.15,84.2,SAFE,92.5,92,ONLINE
2026-05-27T23:56:40,Lake Reservoir,12.93,77.55,Water Body,20,4.8,9.9,0.13,9.6,1.7,15.4,16.5,48.7,15.5,5.4,Sunny,7.38,1.06,8.2,65.4,256.5,13.1,0.19,98.3,SAFE,91.9,75,ONLINE
2026-05-27T23:56:40,Campus Central,12.978,77.57,Commercial,50,12.2,13.4,0.3,12.4,2.1,17.4,16.5,48.7,15.5,20.4,Sunny,6.8,1.62,7.34,189.1,329.5,16.2,0.8,82.5,SAFE,93.7,79,ONLINE
2026-05-27T23:56:40,Tech Park,12.973,77.62,Commercial,33,8.0,11.3,0.31,14.7,1.8,15.5,16.5,48.7,15.5,13.9,Sunny,7.1,3.3,7.52,134.6,330.9,16.7,0.72,78.6,SAFE,95.0,82,ONLINE
2026-05-27T23:56:40,City Center,12.975,77.59,Traffic Hub,65,19.4,37.2,1.03,33.9,1.9,14.4,16.5,48.7,15.5,43.0,Sunny,6.84,4.89,7.69,280.8,409.5,16.0,0.88,51.5,SAFE,95.1,80,ONLINE
2026-05-27T23:56:40,North Highway,13.01,77.58,Traffic Hub,70,21.8,43.2,1.04,38.4,2.7,13.8,16.5,48.7,15.5,47.6,Sunny,6.89,5.06,6.77,274.6,310.9,16.3,0.7,42.6,UNSAFE,94.9,87,ONLINE
2026-05-27T23:56:40,South Highway,12.92,77.6,Traffic Hub,80,26.1,48.2,1.26,40.7,2.1,15.0,16.5,48.7,15.5,62.7,Sunny,6.8,4.8,6.55,253.0,345.0,13.8,0.91,42.5,SAFE,91.5,92,ONLINE
2026-05-27T23:56:40,Construction Zone Alpha,12.965,77.53,Construction Area,90,31.0,64.1,0.32,10.6,0.9,12.9,16.5,48.7,15.5,21.7,Sunny,7.17,2.89,7.5,221.2,236.7,14.2,0.92,77.2,SAFE,92.2,82,ONLINE
2026-05-27T23:56:40,Construction Zone Beta,12.995,77.63,Construction Area,92,32.0,64.3,0.26,12.8,1.6,16.9,16.5,48.7,15.5,13.2,Sunny,7.12,3.41,7.56,122.4,195.7,15.6,0.83,78.0,SAFE,91.5,84,ONLINE
2026-05-27T23:56:40,Harbor Terminal,12.94,77.67,Industrial,65,19.4,43.1,0.68,18.7,8.9,16.8,16.5,48.7,15.5,6.5,Sunny,5.36,9.03,3.25,531.7,705.8,13.1,2.12,0.0,UNSAFE,93.5,84,ONLINE
2026-05-27T23:56:40,Recycling Center,13.02,77.54,Industrial,80,26.5,43.2,0.74,27.3,8.8,16.8,16.5,48.7,15.5,23.5,Sunny,6.21,9.74,3.56,604.8,803.0,15.5,2.35,0.0,UNSAFE,94.8,90,ONLINE
2026-05-27T23:56:40,Forest Edge,12.9,77.5,Natural,25,6.2,5.7,0.08,5.9,1.3,10.3,16.5,48.7,15.5,16.5,Sunny,7.43,2.78,6.34,121.6,272.6,15.1,0.85,69.9,SAFE,92.9,73,ONLINE
2026-05-28T00:56:40,Sector A,12.9716,77.5946,Residential,44,10.6,22.9,0.31,17.9,2.6,21.1,16.0,62.7,13.6,19.0,Sunny,7.15,2.72,6.61,215.2,312.4,15.8,0.71,68.1,SAFE,91.4,88,ONLINE
2026-05-28T00:56:40,Sector B,12.982,77.601,Residential,40,9.8,21.2,0.23,10.5,3.4,18.2,16.0,62.7,13.6,15.4,Sunny,6.54,2.99,7.53,245.2,238.7,14.9,0.89,65.1,SAFE,93.7,95,ONLINE
2026-05-28T00:56:40,Sector C,12.9605,77.585,Residential,31,7.5,11.6,0.32,11.6,3.1,20.4,16.0,62.7,13.6,12.2,Sunny,7.13,2.2,7.52,204.6,221.4,14.4,0.84,83.5,SAFE,92.3,80,ONLINE
2026-05-28T00:56:40,Industrial Zone A,13.03,77.51,Industrial,83,27.9,53.1,0.95,34.0,12.6,17.6,16.0,62.7,13.6,23.5,Sunny,5.83,9.48,2.6,553.8,665.1,13.6,2.28,0.0,UNSAFE,91.5,76,ONLINE
2026-05-28T00:56:40,Industrial Zone B,12.905,77.49,Industrial,89,30.7,57.0,0.94,27.6,12.0,16.6,16.0,62.7,13.6,20.6,Sunny,6.16,8.74,2.88,617.8,662.8,14.9,2.33,0.0,UNSAFE,92.6,79,ONLINE
2026-05-28T00:56:40,River Station Alpha,12.955,77.64,Water Body,28,6.8,16.1,0.36,12.4,2.3,21.1,16.0,62.7,13.6,21.1,Sunny,7.33,2.51,8.19,166.3,132.8,16.2,0.06,86.2,SAFE,94.9,93,ONLINE
2026-05-28T00:56:40,River Station Beta,12.99,77.68,Water Body,23,5.7,19.0,0.21,12.0,4.1,16.1,16.0,62.7,13.6,10.8,Sunny,7.56,1.56,7.95,123.6,190.2,12.8,0.17,91.6,SAFE,94.5,94,ONLINE
2026-05-28T00:56:40,Lake Reservoir,12.93,77.55,Water Body,22,5.3,21.6,0.24,14.0,1.7,19.6,16.0,62.7,13.6,9.4,Sunny,7.33,2.01,7.74,115.2,129.5,13.6,0.15,91.5,SAFE,93.1,89,ONLINE
2026-05-28T00:56:40,Campus Central,12.978,77.57,Commercial,41,9.9,21.0,0.33,11.1,2.8,17.5,16.0,62.7,13.6,24.1,Sunny,6.54,2.68,6.53,181.1,295.7,16.0,0.7,61.0,SAFE,94.8,85,ONLINE
2026-05-28T00:56:40,Tech Park,12.973,77.62,Commercial,35,8.4,17.8,0.48,14.1,4.3,17.7,16.0,62.7,13.6,24.7,Sunny,6.86,2.6,6.4,179.5,253.0,14.6,0.74,65.0,SAFE,94.3,82,ONLINE
